Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
DE-NAH-DE200900085,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=103646&_xt=AER&_xf=pdf""> AER </a>",2009-11-02 00:00:00,Veterinarian,Germany,FEMALE,Dog,Boxer (German Boxer),Onsior 40 mg  - Tablet (dogs),Haematemesis,1,1,
DE-NAH-DE200900090,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=105830&_xt=AER&_xf=pdf""> AER </a>",2009-11-23 00:00:00,Animal owner,Germany,MALE,Dog,Leonberger,Onsior 40 mg  - Tablet (dogs),Diarrhoea,1,1,
DE-NAH-DE200900092,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=105441&_xt=AER&_xf=pdf""> AER </a>",2009-11-16 00:00:00,Veterinarian,Germany,FEMALE,Dog,Dog (other),Onsior 40 mg  - Tablet (dogs),Hypothermia,1,1,
