Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
US-UKDECHRAP-2017-03800,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=852527&_xt=AER&_xf=pdf""> AER </a>",2017-05-04 00:00:00,Veterinarian,United States,FEMALE,Dog,Dalmatian,"Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet, Vetoryl 10 mg hard capsules for dogs","Abnormal cytology, Anorexia, Death by euthanasia, Diarrhoea, Elevated lipase, Lethargy (see also Central nervous system depression in Neurological), Lymphadenopathy, Lymphoma, Pancreatitis NOS, Vomiting",1,1,1
US-UKPFIZAH-2017-US-61401,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1057244&_xt=AER&_xf=pdf""> AER </a>",2017-12-11 00:00:00,Other health care professional,United States,MALE,Dog,Pekingese,"Convenia 80 mg/ml  - Powder and solvent for solution for injection, Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet",Seizure NOS,1,1,
USA-DECHRALT-2017-05392,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=863094&_xt=AER&_xf=pdf""> AER </a>",2017-06-12 00:00:00,Animal owner,United States,FEMALE,Dog,Pinscher - Miniature,"Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet, Vetoryl 10 mg hard capsules for dogs","Death by euthanasia, Enlarged lymph nodes (generalised), Lymphoma",1,1,1
USA-MERCKMSD-2017-US-05271,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=889194&_xt=AER&_xf=pdf""> AER </a>",2017-07-10 00:00:00,Other health care professional,United States,MALE,Dog,Boxer (German Boxer),"Bravecto 1400 mg - Chewable tablet, Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet, Interceptor Flavor 11.5 mg tablets for dogs, Interceptor Flavor 2,3 mg tablets for dogs, Interceptor Flavor 23 mg tablets for dogs, Interceptor Flavor 5.75 mg tablets for dogs, Interceptor vet. 11,5 mg tabletter til hund","Fever, Joint ache",1,1,
USA-PFZRCVMP-2017-US-31017,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=874725&_xt=AER&_xf=pdf""> AER </a>",2017-06-29 00:00:00,Veterinarian,United States,MALE,Dog,Retriever - Labrador,"Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet, Simparica 10 mg - Chewable tablet, Simparica 120 mg - Chewable tablet, Simparica 20 mg - Chewable tablet, Simparica 40 mg - Chewable tablet, Simparica 5 mg - Chewable tablet, Simparica 80 mg - Chewable tablet","Petechiae NOS, Thrombocytopenia",1,1,
USA-PFZRCVMP-2017-US-42118,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=960075&_xt=AER&_xf=pdf""> AER </a>",2017-08-31 00:00:00,Animal owner,United States,MALE,Dog,Pointing Dog - German Short-haired,"Cerenia 10 mg/ml  - Solution for injection, Convenia 80 mg/ml  - Powder and solvent for solution for injection, Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet","Anorexia, Constipation, Digestive tract disorder NOS, Found dead, Lack of efficacy - NOS, Vomiting",1,1,1
USA-ZZELANCO-US201321895,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=853517&_xt=AER&_xf=pdf""> AER </a>",2017-05-11 00:00:00,Veterinarian,United States,FEMALE,Dog,Retriever - Labrador,"ADEQUAN IM 500 MG/5 ML SOLUTION FOR INJECTION, Adequan, Adequan 100 mg/ml Solution for Injection, Adequan 250 mg/ml Solution for Injection, FRONTLINE COMBO 134 mg/120,6 mg soluție spot on pentru câine M, FRONTLINE COMBO 134.00 MG / 120.60 MG SPOT-ON SOLUTION FOR DOG M, FRONTLINE COMBO 268 mg/241,2 mg soluție spot on pentru câine L, FRONTLINE COMBO 268.00 MG / 241.20 MG SPOT-ON SOLUTION FOR DOG L, FRONTLINE COMBO 402 mg/361,8 mg soluție spot on pentru caine XL, FRONTLINE COMBO 402.00 MG / 361.80 MG SPOT-ON SOLUTION FOR DOG XL, FRONTLINE COMBO 50 mg/60 mg soluție spot on pentru pisică, FRONTLINE COMBO 50.00 MG / 60.00 MG SPOT-ON SOLUTION FOR CAT, FRONTLINE COMBO 67 mg/60,3 mg soluție spot on pentru câine S, FRONTLINE COMBO 67,00 MG / 60,30 MG SOLUTION POUR SPOT-ON POUR CHIEN S, FRONTLINE COMBO 67.00 MG / 60.30 MG SPOT-ON SOLUTION FOR DOG S, FRONTLINE COMBO L, užlašinamasis tirpalas šunims, FRONTLINE COMBO M, užlašinamasis tirpalas šunims, FRONTLINE COMBO PACK CONSULT 134.00 MG / 120.60 MG SPOT-ON SOLUTION FOR DOG M, FRONTLINE COMBO PACK CONSULT 268.00 MG / 241.20 MG SPOT-ON SOLUTION FOR DOG L, FRONTLINE COMBO PACK CONSULT 402.00 MG / 361.80 MG SPOT-ON SOLUTION FOR DOG XL, FRONTLINE COMBO PACK CONSULT 50.00 MG / 60.00 MG SPOT-ON SOLUTION FOR CAT, FRONTLINE COMBO PACK CONSULT 67.00 MG / 60.30 MG SPOT-ON SOLUTION FOR DOG S, FRONTLINE COMBO PACK CONSULT SPOT ON CHIEN L, FRONTLINE COMBO PACK CONSULT SPOT ON CHIEN M, FRONTLINE COMBO PACK CONSULT SPOT ON CHIEN S, FRONTLINE COMBO PACK CONSULT SPOT ON CHIEN XL, FRONTLINE COMBO PACK CONSULT SPOT-ON CAT, FRONTLINE COMBO S, užlašinamasis tirpalas šunims, FRONTLINE COMBO SPOT-ON CAT, FRONTLINE COMBO SPOT-ON CHIEN L, FRONTLINE COMBO SPOT-ON CHIEN M, FRONTLINE COMBO SPOT-ON CHIEN S, FRONTLINE COMBO SPOT-ON CHIEN XL, FRONTLINE COMBO SPOT-ON DOG S, M, L, XL, FRONTLINE COMBO SPOT-ON PRO PSY, L, Roztok pro nakapání na kůži - spot-on, FRONTLINE COMBO SPOT-ON PRO PSY, M, Roztok pro nakapání na kůži - spot-on, FRONTLINE COMBO SPOT-ON PRO PSY, S, Roztok pro nakapání na kůži - spot-on, FRONTLINE COMBO SPOT-ON PRO PSY, XL, Roztok pro nakapání na kůži - spot-on, FRONTLINE COMBO SPOT-ON pro kočky a fretky, Roztok pro nakapání na kůži - spot-on, FRONTLINE COMBO XL, užlašinamasis tirpalas šunims, FRONTLINE COMBO, užlašinamasis tirpalas katėms ir šeškams, FRONTLINE Combo Spot-on Cat, 50,00 mg/0,5 mL, 60,00 mg/0,5 mL, otopina za nakapavanje, za mačke i pitome vretice, FRONTLINE Combo Spot-on Dog L, 268,00 mg/2,68 mL, 241,20 mg/2,68 mL, otopina za nakapavanje, za pse, FRONTLINE Combo Spot-on Dog M, 134,00 mg/1,34 mL, 120,60 mg/1,34 mL, otopina za nakapavanje, za pse, FRONTLINE Combo Spot-on Dog S, 67,00 mg/0,67 mL, 60,30 mg/0,67 mL, otopina za nakapavanje, za pse, FRONTLINE Combo Spot-on Dog XL, 402,00 mg/4,02 mL, 361,80 mg/4,02 mL, otopina za nakapavanje, za pse, Fleanil Combo 50 mg / 60 mg spot-on solution for cats and ferrets, Frontline Combo  spot-on roztok pre psy, Frontline Combo 50,00 mg/60,00 mg spot-on roztok pre mačky, Frontline Combo Cat 50,00 mg / 60,00 mg šķīdums pilināšanai uz ādas kaķiem un mājas seskiem, Frontline Combo Cat, 50mg/60mg täpilahus kassidele ja tuhkrutele, Frontline Combo Dog L 268,00 mg / 241,20 mg šķīdums pilināšanai uz ādas suņiem, Frontline Combo Dog L, 268 mg/241,2 mg täpilahus koertele, Frontline Combo Dog M 134,00 mg / 120,60 mg šķīdums pilināšanai uz ādas suņiem, Frontline Combo Dog M, 134 mg/120,6 mg täpilahus koertele, Frontline Combo Dog S 67,00 mg / 60,30 mg šķīdums pilināšanai uz ādas suņiem, Frontline Combo Dog S, 67 mg/60,3 mg täpilahus koertele, Frontline Combo Dog XL 402,00 mg / 361,80 mg šķīdums pilināšanai uz ādas suņiem, Frontline Combo Dog XL, 402 mg/361,8 mg täpilahus koertele, Frontline Combo Line Cat 100 mg/ml - 120 mg/ml Solution pour spot-on, Frontline Combo Line Cat 100 mg/ml - 120 mg/ml Spot-on oplossing, Frontline Combo Line Dog L 100 mg/ml - 90 mg/ml Spot-on oplossing, Frontline Combo Line Dog L Solution pour spot-on, Frontline Combo Line Dog M 100 mg/","Behavioural disorder NOS, Bone and joint disorder NOS, Elevated liver enzymes NOS, Flatulence, Muscle wasting, Pain NOS, Partial lack of efficacy, Stiffness NOS, Urinary incontinence",1,1,
USA-ZZELANCO-US2017_003951,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=773637&_xt=AER&_xf=pdf""> AER </a>",2017-03-01 00:00:00,Other health care professional,United States,FEMALE,Dog,Dog (other),"FINADYNE 50 MG/ML SOLUTION INJECTABLE POUR BOVINS, CHEVAUX ET PORCS, FINADYNE 50 mg/ml SOLUCION INYECTABLE, FINADYNE 50 mg/ml, soluzione iniettabile per bovini, suini e cavalli, FINADYNE, 50 mg/ml, soluție injectabilă pentru bovine, cai și porci, Finadyne 50 mg/ml  Injektionslösung für Rinder, Pferde und Schweine, Finadyne 50 mg/ml Injektionslösung für Rinder, Pferde und Schweine, Finadyne 50 mg/ml Oplossing voor injectie, Finadyne 50 mg/ml Solution injectable, Finadyne 50 mg/ml oldatos injekció szarvasmarhák, sertések és lovak részére A.U.V., Finadyne 50 mg/ml raztopina za injiciranje, Finadyne 50 mg/ml solução injetável para bovinos, equinos e suínos, Finadyne Solution 50 mg/ml roztwór do wstrzykiwań dla koni, bydła i świń, Finadyne Swine, 50 mg/ml oplossing voor injectie voor varkens, Finadyne Transdermal 50 mg/ml pour-on solution for cattle, Finadyne Vet. 50 mg/g oral pasta, Finadyne Vet. 50 mg/ml injektionsvæske, opløsning, Finadyne vet 50 mg/ml injektioneste, liuos hevoselle, naudalle ja sialle, Finadyne vet 50 mg/ml, injekcinis tirpalas kiaulėms, galvijams ir arkliams, Finadyne vet. 50 mg/ml Injektionsvätska, suspension, Finadyne vet. 50 mg/ml injeksjonsvæske, oppløsning til hest, storfe og svin, Finadyne vet. 50 mg/ml šķīdums injekcijām cūkām, liellopiem un zirgiem, Finadyne vet. 50 mg/ml, užpilamasis tirpalas galvijams, Finadyne vet. stungulyf, lausn handa nautgripum, svínum og hestum, Finadyne vet., 50 mg/ml süstelahus sigadele, veistele ja hobustele, Finadyne, 50 mg/ml oplossing voor injectie voor runderen, varkens en paarden, Finadyne, 50 mg/ml, solution for Injection, Finixin 50 mg/ml, ενέσιμο διάλυμα για άλογα, βοοειδή και χοίρους, Flunixin Injection 50 mg/ml šķīdums injekcijām liellopiem, zirgiem un cūkām, Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet","Arthritis, Diarrhoea, Other abnormal test result NOS, Vomiting",1,1,
USA-ZZELANCO-US2017_006831,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1056258&_xt=AER&_xf=pdf""> AER </a>",2017-12-05 00:00:00,Other health care professional,United States,FEMALE,Dog,Crossbred Canine/dog,"Galliprant 20 mg - Tablet, Interceptor Flavor 11.5 mg tablets for dogs, Interceptor Flavor 2,3 mg tablets for dogs, Interceptor Flavor 23 mg tablets for dogs, Interceptor Flavor 5.75 mg tablets for dogs, Interceptor vet. 11,5 mg tabletter til hund, RIMADYL 100 mg COMPRIMIDOS MASTICABLES PARA PERROS, RIMADYL 100 mg comprimate pentru câini, RIMADYL 100 mg, kramtomosios tabletės šunims, RIMADYL 100MG/TAB ΜΑΣΩΜΕΝΟ ΔΙΣΚΙΟ, RIMADYL 20 mg COMPRIMIDOS MASTICABLES PARA PERROS, RIMADYL 20 mg, kramtomosios tabletės šunims, RIMADYL 20MG/TAB ΜΑΣΩΜΕΝΟ ΔΙΣΚΙΟ, RIMADYL 50 mg COMPRIMIDOS MASTICABLES PARA PERROS, RIMADYL 50 mg comprimate pentru câini, RIMADYL 50 mg, kramtomosios tabletės šunims, RIMADYL 50MG/TAB ΜΑΣΩΜΕΝΟ ΔΙΣΚΙΟ, RIMADYL 50mg/ml ενέσιμο διάλυμα για σκύλους και γάτες, RIMADYL CATTLE 50 mg/ml, injekcinis tirpalas galvijams, RIMADYL Cattle 50 mg/ml Solution for Injection, RIMADYL INJECTABLE SOLUTION INJECTABLE POUR CHATS ET CHIENS, RIMADYL Injection 50mg/ml Διαυγές αποστειρωμένο ενέσιμο διάλυμα για σκύλους και γάτες, RIMADYL SMAKELIJKE TABLETTEN 100 mg voor honden, RIMADYL SMAKELIJKE TABLETTEN 50 mg voor honden, RIMADYL VET 50 mg/ml injektioneste, liuos, RIMADYL vet 100 mg purutabletti, RIMADYL vet 20 mg purutabletti, RIMADYL vet 50 mg purutabletti, Rimadyl 100 mg - Kautabletten für Hunde, Rimadyl 100 mg Comprimés Appétents 100 mg Tablet, Rimadyl 100 mg Kautablette für Hunde, Rimadyl 100 mg comprimidos mastigáveis para cães, Rimadyl 100 mg comprimés appétents, 100 mg, comprimés pour chiens, Rimadyl 100 mg okusne, žvečljive tablete za pse, Rimadyl 100 mg tabletes suņiem, Rimadyl 100 mg ízesített tabletta A.U.V., Rimadyl 20 mg - Kautabletten für Hunde, Rimadyl 20 mg Comprimés Appétents 20 mg Comprimé, Rimadyl 20 mg Comprimés Appétents 20 mg Tablet, Rimadyl 20 mg Kautablette für Hunde, Rimadyl 20 mg okusne, žvečljive tablete za pse, Rimadyl 20 mg ízesített tabletta A.U.V., Rimadyl 20 mg таблетки за кучета/Rimadyl 50 mg таблетки за кучета/Rimadyl 100 mg таблетки за кучета, Rimadyl 50 mg - Kautabletten für Hunde, Rimadyl 50 mg Comprimés Appétents 50 mg Tablet, Rimadyl 50 mg Kautablette für Hunde, Rimadyl 50 mg comprimidos mastigáveis para cães, Rimadyl 50 mg comprimés appétents, 50 mg, comprimés pour chiens, Rimadyl 50 mg košļājamās tabletes suņiem, Rimadyl 50 mg okusne, žvečljive tablete za pse, Rimadyl 50 mg ízesített tabletta A.U.V., Rimadyl 50 mg/ml - Injektionslösung für Hunde und Katzen, Rimadyl 50 mg/ml injekčný roztok, Rimadyl 50mg/ml Injektionslösung für Hunde und Katzen, Rimadyl Cattle, 50 mg/mL, otopina za injekciju, za goveda, Rimadyl Iniettabile 50 mg/ml, soluzione iniettabile per cane e gatto., Rimadyl Palatable 100 mg tablety pre psy, Rimadyl Palatable 20 mg tablety pre psy, Rimadyl Palatable 50 mg tablety pre psy, Rimadyl Palatable Tablets 100, Rimadyl Palatable Tablets 100 mg, Rimadyl Palatable Tablets 100 mg tabletes suņiem, Rimadyl Palatable Tablets 20 mg, Rimadyl Palatable Tablets 20 mg tabletes suņiem, Rimadyl Palatable Tablets 50, Rimadyl Palatable Tablets 50 mg, Rimadyl Palatable Tablets 50 mg tabletes suņiem, Rimadyl Palatable Tablets da 100 mg per cani, Rimadyl Palatable Tablets da 20 mg per cani, Rimadyl Palatable Tablets da 50 mg per cani, Rimadyl Palatable, 100mg, Žvýkací tableta, Rimadyl Palatable, 20mg, Žvýkací tableta, Rimadyl Palatable, 50mg, Žvýkací tableta, Rimadyl Solution for Injection for dogs and cats 50 mg/ml, Rimadyl Vet. 100 mg tyggetabletter, Rimadyl Vet. 20 mg tyggetabletter, Rimadyl Vet. 50 mg tyggetabletter, Rimadyl cattle 50 mg/ml oplossing voor injectie, Rimadyl injectievloeistof, 50 mg/ml voor honden en katten, Rimadyl smakelijke tabletten 100 mg voor honden, Rimadyl smakelijke tabletten 20 mg voor honden, Rimadyl smakelijke tabletten 50 mg voor honden, Rimadyl vet. 100 mg Tuggtablett, Rimadyl vet. 100 mg tyggetabletter, Rimadyl vet. 20 mg Tuggtablett, Rimadyl vet. 20 mg tyggetabletter, Rimadyl vet. 50 mg Tuggtablett, Rimadyl vet. 50 mg tyggetabletter, Rimadyl vet., 100 mg, Tuggtablett, Ri","Drooling, Prolapse of the nictitating membrane, Seizure NOS, Shaking, Stiffness NOS",1,1,
USA-ZZELANCO-US2017_007134,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=834105&_xt=AER&_xf=pdf""> AER </a>",2017-04-11 00:00:00,Veterinarian,United States,MALE,Dog,Dog (other),"Galliprant 100 mg - Tablet, Galliprant 20 mg - Tablet, Galliprant 60 mg - Tablet","Abnormal radiograph finding, Muscle weakness NOS, Musculoskeletal disorder NOS, Musculoskeletal pain, Proprioception deficit, Walking difficulty",1,1,
