correlation_mean,correlation_median,correlation_sd,correlation_min,correlation_max,dropout_rate_mean,dropout_rate_median,dropout_rate_sd,dropout_rate_min,dropout_rate_max,dose_buffer_pct_mean,dose_buffer_pct_median,dose_buffer_pct_sd,dose_buffer_pct_min,dose_buffer_pct_max,total_doses_mean,total_doses_median,total_doses_sd,total_doses_min,total_doses_max,underreporting_mult_mean,underreporting_mult_median,underreporting_mult_sd,underreporting_mult_min,underreporting_mult_max,total_dogs_mean,total_dogs_median,total_dogs_sd,total_dogs_min,total_dogs_max,total_doses_consumed_mean,total_doses_consumed_median,total_doses_consumed_sd,total_doses_consumed_min,total_doses_consumed_max
-0.15000098469034515,-0.14995674717673102,0.08664488784519753,-0.29976346893094014,-1.5562528953905197e-5,0.01749979669321183,0.01750022587259882,0.00722026127896455,0.0050160269217274615,0.029984442873689114,0.1749991692579426,0.1750339513308136,0.07220658225036972,0.050190881669463124,0.2997775132118259,30499986.565,30499989,288793.07101157407,30000942,30999340,6.264765989485524,5.9197944447166275,2.7265752502870773,1.0866512547120146,18.196493922478453,1961805.029,1959832.5,223633.35961171665,1464330,2605148,25162753.881,25180834.5,2216465.882921314,21089645,29400098
