pt,country_group,n_sims,median_risk_observed,lower_95_observed,upper_95_observed,median_risk_corrected,lower_95_corrected,upper_95_corrected,n_exposed
Other ear disorder NOS,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Palpebral disorder NOS,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Peripheral neuropathy,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Petechiae,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Pulmonary oedema,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Reduced globulins,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Regurgitation,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Renal disorder NOS,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Stress leukogram,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Tendon injury,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Tongue disorder,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Tooth disorder,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Urinary retention,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Vasculitis,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Weak pulse,Canada,1000,0.004627423217598644,0.0030435202094081545,0.006763719341220661,0.02641905072358024,0.008747751112805844,0.06254571646288924,111206872
Acid-base disorder,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Administration error NOS,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Alkalosis,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Blepharospasm,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Bronchitis,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Cyst NOS,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Decreased blood urea nitrogen (BUN) or creatinine,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Decreased mean corpuscular haemoglobin concentration (MCHC),Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Dermal thickening,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Dyspepsia,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Elevated haemoglobin,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Fracture,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Fungal skin infection,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Gall bladder mucocele,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Glaucoma,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Hyphaemia,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Hypotonia,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Injection site alopecia,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Lipoma,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Nasal cavity disorder NOS,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Necrosis NOS,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Otitis media,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Otitis NOS,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Pancreas disorder,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Pulmonary neoplasm,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Skin and tissue infection NOS,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Valvular disorder,Canada,1000,0.0037019385740789156,0.0024348161675265237,0.005410975472976529,0.021135240578864192,0.006998200890244675,0.0500365731703114,111206872
Abnormal vision,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Anal and rectal disorder NOS,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Anal irritation,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Anisocoria,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Cardiac disorder NOS,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Cardiac enlargement,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Colitis,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Coma,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Decreased cholesterol (total),Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Digestive tract disorder NOS,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Disorder of gastrointestinal flora,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Enophthalmos,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Enteritis,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Eye disorder NOS,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Gastrointestinal foreign body NOS,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Glazed eye,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Head pressing,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Hyperaesthesia,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Hyperchloraemia,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Hypernatraemia,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Hypoaesthesia,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Hypocortisolaemia,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Hypothermia,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Hypoxia,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Increased urine concentration,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Intentional misuse,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Isosthenuria,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Jaw disorder,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Leukaemia,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Low serum alkaline phosphatase (ALP),Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Miscellaneous eating disorder NOS,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Oral mass,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Osteosarcoma,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Pinnal necrosis,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Seborrhoea,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Skin necrosis,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Tracheal obstruction,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Uncoded sign,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Weight gain,Canada,1000,0.0027764539305591865,0.0018261121256448929,0.004058231604732397,0.015851430434148144,0.005248650667683507,0.037527429877733554,111206872
Abnormal rectal palpation,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Accidental exposure,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Anuria,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Appetite disorder NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Aural haematoma,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Autoimmune disorder NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Blepharitis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Bradycardia,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Cachexia,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Cardiac neoplasm NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Cardiomyopathy,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Cartilage degeneration,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Chattering of teeth,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Cholelithiasis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Claw / hoof / nail loss,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Conjunctival oedema (for Facial oedema see Immune system disorders),Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Conjunctivitis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Corneal oedema,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Cyanosis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Diabetes insipidus,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Difficulty eating NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Disturbance in attention,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Dysmetria,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Dysphagia,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Dysphoria,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Electrolyte disorder,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Elevated mean corpuscular haemoglobin concentration (MCHC),Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Folliculitis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Gastroenteritis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Haematoma NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Haemorrhage NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Halitosis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Hepatic failure,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Hepatitis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Hydrocephalus,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Hygroma,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Hypophosphataemia,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Inappropriate elimination NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Increased coagulation time,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Increased skin temperature,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Infarction,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Injection site discharge NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Injection site skin change,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Laryngeal irritation,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Low liver enzymes,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Lung nodule NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Mammary hyperplasia,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Meningitis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Metritis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Miosis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Movement of implant,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Muscle pain,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Myoclonus,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Osteomyelitis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Other coagulation abnormality,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Panniculitis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Paralytic ileus,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Pericardial haemorrhage,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Peritonitis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Pinnal irritation,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Pinnal oedema,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Platelet disorder NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Polyarthropathy NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Preputial discharge,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Prostate hypertrophy,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Pulmonary congestion,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Pulmonary disorder NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Rectal haemorrhage,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Renal tubular disorder,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Sensory abnormality,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Thrombosis,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
White blood cell disorder NOS,Canada,1000,0.0018509692870394578,0.0012174080837632619,0.0027054877364882644,0.010567620289432096,0.0034991004451223376,0.0250182865851557,111206872
Abnormal movement NOS,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Acidic urine,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Akinesia,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Apnoea,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Arthrosis,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Asthma,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Atelectasis,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Bone marrow hypoplasia,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Bullous disorder,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Carcinoma NOS,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Cardiac arrest,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Cardiac insufficiency,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Cardiac tamponade,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Cataract,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Central nervous system depression,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Cervical spondylopathy,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Chemodectoma,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Chewing disorder,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Cholangiohepatitis,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Claw / hoof / nail disorder NOS,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Coagulopathy,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Coprophagia,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Corneal ulcer,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Coronary artery disorder,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Decreased intra-ocular pressure,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
Delayed fracture union,Canada,1000,9.254846435197289e-4,6.087040418816309e-4,0.0013527438682441322,0.005283810144716048,0.0017495502225611688,0.01250914329257785,111206872
