Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
AU-NAH-AU201400004,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=385680&_xt=AER&_xf=pdf""> AER </a>",2014-01-21 00:00:00,Veterinarian,Australia,FEMALE,Dog,Shepherd Dog - German,Onsior 20 mg/ml  - Solution for injection (cats and dogs),"Disorder of red blood cell NOS, Lethargy (see also Central nervous system depression in Neurological), Pancytopenia, Pyrexia",1,1,
AU-NAH-AU201400300,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=402795&_xt=AER&_xf=pdf""> AER </a>",2014-06-27 00:00:00,Veterinarian,Australia,MALE,Dog,Basenji,"Atopica 25 mg soft capsules for dogs, Onsior 10 mg  - Tablet (dogs)","Abdominal pain, Anorexia, Dehydration, Hepatopathy, Lethargy (see also Central nervous system depression in Neurological), Other abnormal test result NOS, Vomiting",1,1,
AU-NAH-AU201400525,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=422500&_xt=AER&_xf=pdf""> AER </a>",2014-12-01 00:00:00,Veterinarian,Australia,FEMALE,Dog,Retriever - Golden,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), Onsior 40 mg  - Tablet (dogs)","Acute jaundice, Elevated liver enzymes NOS, Lethargy (see also Central nervous system depression in Neurological), Other abnormal test result NOS, Vomiting",1,1,
BE-FAGG-DVV-N2014-036,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=392017&_xt=AER&_xf=pdf""> AER </a>",2014-03-26 00:00:00,Veterinarian,Belgium,FEMALE,Dog,Spaniel - King Charles Cavalier,"Dexdomitor 0.1 mg/ml - Solution for injection, Dexdomitor 0.5 mg/ml - Solution for injection, MARBOCYL 20 MG/ML SOLUTION FOR INJECTION FOR CATTLE AND PIGS, Onsior 20 mg/ml  - Solution for injection (cats and dogs), PropoFlo Plus, 10mg/ml, Emulsion for Injection","Apnoea, Bradycardia, Cardiac arrest, Cough, Death, Horizontal nystagmus, Hypothermia, Mydriasis, Nasal bleeding, Panting, Reduced level of consciousness, Sleepiness - neurological disorder, Vocalisation",1,1,1
CA-NAH-CA201400392,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=391625&_xt=AER&_xf=pdf""> AER </a>",2014-03-24 00:00:00,Veterinarian,Canada,MALE,Cat,Crossbred Feline/cat,"Onsior 10 mg  - Tablet (dogs), Onsior 20 mg  - Tablet (dogs), Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 40 mg  - Tablet (dogs), Onsior 5 mg  - Tablet (dogs), Onsior 6 mg  - Tablet (cats), SUROLAN (23MG+5MG+0,5293MG)/ML ΩΤΙΚΕΣ ΣΤΑΓΟΝΕΣ, ΕΝΑΙΩΡΗΜΑ, Surolan suspensija ārīgai lietošanai suņiem un kaķiem","Bloody diarrhoea, Cardiac arrest, Death by euthanasia, Dyspnoea, Haematemesis, Lethargy (see also Central nervous system depression in Neurological), Pale mucous membrane, Seizure NOS",1,1,1
CA-NAH-CA201400531,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=395774&_xt=AER&_xf=pdf""> AER </a>",2014-04-24 00:00:00,Veterinarian,Canada,FEMALE,Dog,Retriever - Golden,Onsior 40 mg  - Tablet (dogs),"Anorexia, Ascites, Death by euthanasia, Diarrhoea, Disorientation, Dyspnoea, Emesis, Hypoalbuminaemia, Lethargy (see also Central nervous system depression in Neurological), Other abnormal test result NOS, Polydipsia, Polyuria, Pulmonary oedema",1,1,1
CA-NAH-CA201400544,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=408926&_xt=AER&_xf=pdf""> AER </a>",2014-08-18 00:00:00,Veterinarian,Canada,MALE,Dog,Retriever - Labrador,Onsior 40 mg  - Tablet (dogs),"Abdominal pain, Abnormal ultrasound finding, Anorexia, Diarrhoea, Elevated alanine aminotransferase (ALT), Elevated serum alkaline phosphatase (ALP), Elevated total bilirubin, Emesis, Hepatitis, Lethargy (see also Central nervous system depression in Neurological), Other abnormal test result NOS",1,1,
CA-NAH-CA201400546,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=395714&_xt=AER&_xf=pdf""> AER </a>",2014-04-28 00:00:00,Veterinarian,Canada,FEMALE,Cat,Crossbred Feline/cat,"Convenia 80 mg/ml  - Powder and solvent for solution for injection, Onsior 10 mg  - Tablet (dogs), Onsior 20 mg  - Tablet (dogs), Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 40 mg  - Tablet (dogs), Onsior 5 mg  - Tablet (dogs), Onsior 6 mg  - Tablet (cats), Torbugesic 10 mg/ml Solution for Injection, Torbugesic Vet 10 mg/ml solution injectable pour chevaux, chiens et chats, Torbugesic Vet. 10 mg/ml injektionsvæske, opløsning, Torbuphanol Vet 10 mg/ml solution for injection for injection for horses, dogs and cats",Death,1,1,1
CA-NAH-CA201400597,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=421616&_xt=AER&_xf=pdf""> AER </a>",2014-11-20 00:00:00,Veterinarian,Canada,MALE,Dog,Retriever - Golden,Onsior 40 mg  - Tablet (dogs),"Abdominal pain, Abnormal ultrasound finding, Dehydration, Diarrhoea, Emesis, Fever, Fluid in abdomen NOS, Haematemesis, Haematochezia, Inappetence, Lethargy (see also Central nervous system depression in Neurological), Other abnormal test result NOS, Tachycardia",1,1,
CA-NAH-CA201400698,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=398771&_xt=AER&_xf=pdf""> AER </a>",2014-05-22 00:00:00,Veterinarian,Canada,MALE,Dog,Collie - Border,Onsior 40 mg  - Tablet (dogs),"Abnormal radiograph finding, Ataxia, Blindness, Death by euthanasia, Palpebral disorder NOS, Vestibular disorder NOS",1,1,1
