Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
AU-NAH-AU201100027,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=259737&_xt=AER&_xf=pdf""> AER </a>",2011-05-09 00:00:00,Veterinarian,Australia,FEMALE,Dog,Terrier - Bull - Staffordshire,Onsior 20 mg  - Tablet (dogs),"Cardiac enlargement, Collapse (see also Cardio-vascular and Systemic disorders), Cyanosis, Hyperthermia, Pulmonary oedema",1,1,
AU-NAH-AU201100060,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=269255&_xt=AER&_xf=pdf""> AER </a>",2011-07-22 00:00:00,Veterinarian,Australia,FEMALE,Dog,Boxer (German Boxer),"Onsior 40 mg  - Tablet (dogs), RIMADYL 100 mg COMPRIMIDOS MASTICABLES PARA PERROS, RIMADYL 100 mg comprimate pentru câini, RIMADYL 100 mg, kramtomosios tabletės šunims, RIMADYL 100MG/TAB ΜΑΣΩΜΕΝΟ ΔΙΣΚΙΟ, RIMADYL 20 mg COMPRIMIDOS MASTICABLES PARA PERROS, RIMADYL 20 mg, kramtomosios tabletės šunims, RIMADYL 20MG/TAB ΜΑΣΩΜΕΝΟ ΔΙΣΚΙΟ, RIMADYL 50 mg COMPRIMIDOS MASTICABLES PARA PERROS, RIMADYL 50 mg comprimate pentru câini, RIMADYL 50 mg, kramtomosios tabletės šunims, RIMADYL 50MG/TAB ΜΑΣΩΜΕΝΟ ΔΙΣΚΙΟ, RIMADYL 50mg/ml ενέσιμο διάλυμα για σκύλους και γάτες, RIMADYL CATTLE 50 mg/ml, injekcinis tirpalas galvijams, RIMADYL Cattle 50 mg/ml Solution for Injection, RIMADYL INJECTABLE SOLUTION INJECTABLE POUR CHATS ET CHIENS, RIMADYL Injection 50mg/ml Διαυγές αποστειρωμένο ενέσιμο διάλυμα για σκύλους και γάτες, RIMADYL SMAKELIJKE TABLETTEN 100 mg voor honden, RIMADYL SMAKELIJKE TABLETTEN 50 mg voor honden, RIMADYL VET 50 mg/ml injektioneste, liuos, RIMADYL vet 100 mg purutabletti, RIMADYL vet 20 mg purutabletti, RIMADYL vet 50 mg purutabletti, Rimadyl 100 mg - Kautabletten für Hunde, Rimadyl 100 mg Comprimés Appétents 100 mg Tablet, Rimadyl 100 mg Kautablette für Hunde, Rimadyl 100 mg comprimidos mastigáveis para cães, Rimadyl 100 mg comprimés appétents, 100 mg, comprimés pour chiens, Rimadyl 100 mg okusne, žvečljive tablete za pse, Rimadyl 100 mg tabletes suņiem, Rimadyl 100 mg ízesített tabletta A.U.V., Rimadyl 20 mg - Kautabletten für Hunde, Rimadyl 20 mg Comprimés Appétents 20 mg Comprimé, Rimadyl 20 mg Comprimés Appétents 20 mg Tablet, Rimadyl 20 mg Kautablette für Hunde, Rimadyl 20 mg okusne, žvečljive tablete za pse, Rimadyl 20 mg ízesített tabletta A.U.V., Rimadyl 20 mg таблетки за кучета/Rimadyl 50 mg таблетки за кучета/Rimadyl 100 mg таблетки за кучета, Rimadyl 50 mg - Kautabletten für Hunde, Rimadyl 50 mg Comprimés Appétents 50 mg Tablet, Rimadyl 50 mg Kautablette für Hunde, Rimadyl 50 mg comprimidos mastigáveis para cães, Rimadyl 50 mg comprimés appétents, 50 mg, comprimés pour chiens, Rimadyl 50 mg košļājamās tabletes suņiem, Rimadyl 50 mg okusne, žvečljive tablete za pse, Rimadyl 50 mg ízesített tabletta A.U.V., Rimadyl 50 mg/ml - Injektionslösung für Hunde und Katzen, Rimadyl 50 mg/ml injekčný roztok, Rimadyl 50mg/ml Injektionslösung für Hunde und Katzen, Rimadyl Cattle, 50 mg/mL, otopina za injekciju, za goveda, Rimadyl Iniettabile 50 mg/ml, soluzione iniettabile per cane e gatto., Rimadyl Palatable 100 mg tablety pre psy, Rimadyl Palatable 20 mg tablety pre psy, Rimadyl Palatable 50 mg tablety pre psy, Rimadyl Palatable Tablets 100, Rimadyl Palatable Tablets 100 mg, Rimadyl Palatable Tablets 100 mg tabletes suņiem, Rimadyl Palatable Tablets 20 mg, Rimadyl Palatable Tablets 20 mg tabletes suņiem, Rimadyl Palatable Tablets 50, Rimadyl Palatable Tablets 50 mg, Rimadyl Palatable Tablets 50 mg tabletes suņiem, Rimadyl Palatable Tablets da 100 mg per cani, Rimadyl Palatable Tablets da 20 mg per cani, Rimadyl Palatable Tablets da 50 mg per cani, Rimadyl Palatable, 100mg, Žvýkací tableta, Rimadyl Palatable, 20mg, Žvýkací tableta, Rimadyl Palatable, 50mg, Žvýkací tableta, Rimadyl Solution for Injection for dogs and cats 50 mg/ml, Rimadyl Vet. 100 mg tyggetabletter, Rimadyl Vet. 20 mg tyggetabletter, Rimadyl Vet. 50 mg tyggetabletter, Rimadyl cattle 50 mg/ml oplossing voor injectie, Rimadyl injectievloeistof, 50 mg/ml voor honden en katten, Rimadyl smakelijke tabletten 100 mg voor honden, Rimadyl smakelijke tabletten 20 mg voor honden, Rimadyl smakelijke tabletten 50 mg voor honden, Rimadyl vet. 100 mg Tuggtablett, Rimadyl vet. 100 mg tyggetabletter, Rimadyl vet. 20 mg Tuggtablett, Rimadyl vet. 20 mg tyggetabletter, Rimadyl vet. 50 mg Tuggtablett, Rimadyl vet. 50 mg tyggetabletter, Rimadyl vet., 100 mg, Tuggtablett, Rimadyl Μασώμενο Δισκίο 100mg για σκύλους, Rimadyl Μασώμενο Δισκίο 20mg για σκύλους, Rimadyl Μασώμενο Δισκίο 50mg για σκύλους, Rimadyl, 100 mg närimistablett koertele, Rimadyl, 20 mg närimistablett koertele, Rimadyl, 50","Death by euthanasia, Elevated alanine aminotransferase (ALT), Elevated liver enzymes NOS, Elevated serum alkaline phosphatase (ALP), Emesis, Gut sounds increased, Haematochezia, Inappetence, Lethargy (see also Central nervous system depression in Neurological), Lymphadenitis",1,1,1
AU-NAH-AU201100072,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=279810&_xt=AER&_xf=pdf""> AER </a>",2011-10-18 00:00:00,Veterinarian,Australia,FEMALE,Cat,Crossbred Feline/cat,"Fortekor 2.5 mg tablets for cats and dogs, Onsior 6 mg  - Tablet (cats)","Death by euthanasia, Decreased appetite, Polydipsia, Polyuria, Renal failure",1,1,1
AU-NAH-AU201100076,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=273830&_xt=AER&_xf=pdf""> AER </a>",2011-09-01 00:00:00,Veterinarian,Australia,MALE,Cat,Crossbred Feline/cat,"ALFAXAN 10 mg/ml solution for injection for dogs and cats, Convenia 80 mg/ml  - Powder and solvent for solution for injection, Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 6 mg  - Tablet (cats)","Sudden death, Vocalisation",1,1,
BE-NAH-BE201000024,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=246397&_xt=AER&_xf=pdf""> AER </a>",2011-01-12 00:00:00,Veterinarian,Belgium,MALE,Dog,Bulldog - French,Onsior 20 mg/ml  - Solution for injection (cats and dogs),"Abnormal pupil light reflex, Death, Emesis, Lethargy (see also Central nervous system depression in Neurological)",1,1,1
DE-NAH-DE201100001,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=247361&_xt=AER&_xf=pdf""> AER </a>",2011-01-20 00:00:00,Animal owner,Germany,FEMALE,Cat,Chartreuse,Onsior 6 mg  - Tablet (cats),"Anaemia NOS, Death, Hypothermia, Lethargy (see also Central nervous system depression in Neurological), Limb weakness, Reduced responses",1,1,1
DE-NAH-DE201100002,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=283801&_xt=AER&_xf=pdf""> AER </a>",2011-11-16 00:00:00,Veterinarian,Germany,MALE,Dog,Schnauzer (unspecified),Onsior 20 mg  - Tablet (dogs),Anorexia,1,1,
DE-NAH-DE201100016,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=283779&_xt=AER&_xf=pdf""> AER </a>",2011-11-16 00:00:00,Animal owner,Germany,MALE,Cat,Crossbred Feline/cat,"FUROSEMIDE 5%/AGROSEED CANDILIDIS ενέσιμο διάλυμα 50 mg/ml για σκύλο και γάτα, Furosemide 40 mg, tabletten voor honden en katten., Furosemide 5% 50 mg/ml šķīdums injekcijām liellopiem, zirgiem, suņiem un kaķiem, Furosemide 5% pro inj., 50 mg/ml oplossing voor injectie, Furosemide 5%, injekcinis tirpalas galvijams, arkliams, šunims ir katėms, KARSIVAN 100 COMPRIMES PELLICULES POUR CHIENS, KARSIVAN 100 RO, comprimate filmate pentru câini, KARSIVAN 100 mg, compresse per cani, KARSIVAN 50, KARSIVAN 50 COMPRIMES PELLICULES POUR CHIENS, KARSIVAN 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS, KARSIVAN 50 mg, compresse per cani, Karsivan 100 apvalkotās tabletes iekšķīgai lietošanai suņiem, Karsivan 100 mg, Karsivan 100 mg filmom obalené tablety pre psy, Karsivan 100 mg filmsko obložene tablete za pse, Karsivan 100 mg tabletta A.U.V., Karsivan 100 mg, Filmtabletten für Hunde, Karsivan 100, 100 mg tabletės šunims, Karsivan 100, 100 mg õhukese polümeerikattega tabletid koertele, Karsivan 50 apvalkotās tabletes iekšķīgai lietošanai suņiem, Karsivan 50 mg, Karsivan 50 mg Omhulde tablet, Karsivan 50 mg Tabletka powlekana, Karsivan 50 mg apvalkotās tabletes, Karsivan 50 mg comprimés enrobés, Karsivan 50 mg filmom obalené tablety pre psy, Karsivan 50 mg filmsko obložene tablete za pse, Karsivan 50 mg tabletta A.U.V., Karsivan 50 mg, Filmtabletten für Hunde, Karsivan 50, 50 mg tabletės šunims, Karsivan 50, comprimidos revestidos para cães., Karsivan vet. 100 mg tabletter, filmdrasjerte, Karsivan vet. 50 mg tabletter, filmdrasjerte, Karsivan, 100mg, Potahované tablety, Karsivan, 50mg, Potahované tablety, Onsior 6 mg  - Tablet (cats), Фуроземид 5 %",Lethargy (see also Central nervous system depression in Neurological),1,1,
DE-NAH-DE201100026,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=273186&_xt=AER&_xf=pdf""> AER </a>",2011-08-26 00:00:00,Veterinarian,Germany,FEMALE,Cat,Crossbred Feline/cat,Onsior 6 mg  - Tablet (cats),"Lethargy (see also Central nervous system depression in Neurological), Mydriasis",1,1,
DE-NAH-DE201100038,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=278276&_xt=AER&_xf=pdf""> AER </a>",2011-10-04 00:00:00,Veterinarian,Germany,FEMALE,Dog,Weimaraner,Onsior 20 mg/ml  - Solution for injection (cats and dogs),Application site reaction NOS,1,1,
