Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
1064,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=33460&_xt=AER&_xf=pdf""> AER </a>",2008-10-16 00:00:00,Veterinarian,Germany,MALE,Dog,Crossbred Canine/dog,"Cepetor 1 mg/ml Solution for Injection for Dog and Cat, Narcofol, Previcox 227 mg - Chewable tablet, Revertor 5 mg/ml Solution for Injection for Dogs and Cats","Death, Dyspnoea, Lateral recumbency, Panting, Recumbency, Vomiting",1,1,1
AU-DEBIAHP-2008AU0017,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=36272&_xt=AER&_xf=pdf""> AER </a>",2008-11-25 00:00:00,Other health care professional,Australia,MALE,Dog,Maltese,"Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Previcox 227 mg - Chewable tablet, Previcox 57 mg - Chewable tablet, Previcox 8.2 mg/g - Oral paste","Death, Digestive tract haemorrhage NOS, Fatty liver, Inappetence, Jaundice, Lethargy (see also Central nervous system depression in Neurological), Pancreatitis NOS, Tarry or black stool (see also haemorrhagic diarrhoea)",1,1,1
AU-DEBIAHP-2008AU0018,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=37346&_xt=AER&_xf=pdf""> AER </a>",2008-12-09 00:00:00,Other health care professional,Australia,MALE,Dog,Terrier - Bull - Staffordshire,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), Previcox 227 mg - Chewable tablet, Previcox 57 mg - Chewable tablet, Previcox 8.2 mg/g - Oral paste","Bloody diarrhoea, Elevated renal parameters, Found dead, Jaundice, Lameness, Lethargy (see also Central nervous system depression in Neurological), Mucosa petechiae, Pyelonephritis, Pyrexia, Septicaemia, Shaking, Shivering, Thromboemboli, Vomiting",1,1,1
AU-DEBIAHP-2008AU0019,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=38183&_xt=AER&_xf=pdf""> AER </a>",2008-12-19 00:00:00,Other health care professional,Australia,MALE,Dog,Mastiff,"Metacam 2 mg/ml - Solution for injection (cats), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), Previcox 227 mg - Chewable tablet, Previcox 57 mg - Chewable tablet, Previcox 8.2 mg/g - Oral paste","Death, Duodenal ulcer, Peritonitis, Vasculitis, Vomiting",1,1,1
AU-DEBIAHP-2008AU0020,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=37952&_xt=AER&_xf=pdf""> AER </a>",2008-12-16 00:00:00,Other health care professional,Australia,MALE,Dog,Dog (other),"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Previcox 227 mg - Chewable tablet, Previcox 57 mg - Chewable tablet, Previcox 8.2 mg/g - Oral paste","Anaemia NOS, Elevated renal parameters, Shivering",1,1,
DE-BIV-P-2008-0048,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=33432&_xt=AER&_xf=pdf""> AER </a>",2008-10-15 00:00:00,Veterinarian,Germany,MALE,Dog,Retriever - Golden,"Previcox 227 mg - Chewable tablet, Versiguard Rabies, Suspension for injection, Vetmedin 5 mg capsule per cani, Vetmedin 5mg","Bloody diarrhoea, Death, Lateral recumbency, Vomiting",1,1,1
DE-BVL-2008-0241,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=27079&_xt=AER&_xf=pdf""> AER </a>",2008-05-19 00:00:00,Veterinarian,Germany,FEMALE,Dog,Rottweiler,Previcox 227 mg - Chewable tablet,"Collapse (see also Cardio-vascular and Systemic disorders), Death, Tachypnoea",1,1,1
DE-MER-2008-1138,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=31019&_xt=AER&_xf=pdf""> AER </a>",2008-08-29 00:00:00,Veterinarian,Germany,MALE,Dog,Shepherd Dog - German,Previcox 227 mg - Chewable tablet,"Anorexia, Circulatory collapse (see also Neurological and Systemic disorders), Death by euthanasia, Diarrhoea, Low blood pressure, Pale mucous membrane",1,1,1
DE-MER-2008-1181,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=30706&_xt=AER&_xf=pdf""> AER </a>",2008-08-19 00:00:00,Veterinarian,Germany,MALE,Dog,Boxer (German Boxer),Previcox 227 mg - Chewable tablet,"Acute renal failure, Anorexia, Loss of condition, Vomiting",1,1,
DE-UKPFIZAH-2008-DE-00362,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=32475&_xt=AER&_xf=pdf""> AER </a>",2008-10-01 00:00:00,Veterinarian,Germany,MALE,Dog,Retriever - Golden,"Previcox 227 mg - Chewable tablet, VANGUARD 7, VANGUARD 7 liofilizado y suspension para suspension inyectable para perros, VANGUARD 7 sospensione iniettabile per cani, VANGUARD 7, liofilizat i suspenzija za suspenziju za injekciju, za pse, VANGUARD 7, ΚΟΝΙΣ ΓΙΑ ΕΝΕΣΙΜΟ ΕΝΑΙΩΡΗΜΑ, VANGUARD 7., Vanguard 7, Vanguard 7 pó e solvente para suspensão injetável, Vanguard 7 λυοφιλοποιημένο υλικό και εναιώρημα για την παρασκευή ενέσιμου εναιωρήματος για  σκύλους από την ηλικία των 6 εβδομάδων, Vetmedin 5 mg capsule per cani, Vetmedin 5mg","Death, Elevated liver enzymes NOS, Elevated renal parameters, Emesis, Haemorrhagic gastroenteritis, Limb weakness",1,1,1
DEBVLVP2005-84,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=26247&_xt=AER&_xf=pdf""> AER </a>",2008-04-17 00:00:00,Veterinarian,Netherlands,FEMALE,Dog,Sheepdog - Old English,Previcox 227 mg - Chewable tablet,"Anaemia NOS, Haematemesis, Haemorrhagic diarrhoea",1,1,1
DK-DKMA-V20060011,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=29133&_xt=AER&_xf=pdf""> AER </a>",2008-06-24 00:00:00,Veterinarian,Denmark,MALE,Dog,Shepherd Dog - German,Previcox 227 mg - Chewable tablet,"Death, Hyperventilation, Pale mucous membrane",1,1,1
DK-DKMA-V20080029,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=28042&_xt=AER&_xf=pdf""> AER </a>",2008-06-04 00:00:00,Veterinarian,Denmark,MALE,Dog,Retriever - Labrador,Previcox 227 mg - Chewable tablet,"Gastric ulcer, Gastroenteritis, Pain NOS, Vomiting",1,1,
DK-DKMA-V20080030,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=28036&_xt=AER&_xf=pdf""> AER </a>",2008-06-04 00:00:00,Veterinarian,Denmark,FEMALE,Dog,Retriever - Golden,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), Previcox 227 mg - Chewable tablet",Vomiting,1,1,
DK-DKMA-V20080042,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=29026&_xt=AER&_xf=pdf""> AER </a>",2008-06-18 00:00:00,Veterinarian,Denmark,MALE,Dog,Rottweiler,Previcox 227 mg - Chewable tablet,"Abdominal pain, Haematemesis",1,1,
