Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
AUS-BIAHPV1P-24AU001468,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000523036&_xt=AER&_xf=pdf""> AER </a>",2025-03-19 00:00:00,Other,Australia,MALE,Dog,Shepherd Dog - German,"Anarthron 100 mg/ml Solution for Injection, CLINDAMYCIN 75 mg tablety, Cartrophen Vet 100 mg/ml Solution for Injection., Cartrophen Vet. 100 mg/ml injektionsvæske, opløsning, Cartrophen vet, Cartrophen vet. 100 mg/ml Injektionsvätska, lösning, Cartrophen vet. 100 mg/ml injektioneste, liuos, Clindamycin 75mg, Clindamycin, 75mg, Tableta, Librela 10 mg - Solution for injection, Librela 15 mg - Solution for injection, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Librela 5 mg - Solution for injection, Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Tramadog 50 mg tablet for dogs","Abnormal posture NOS, Cyst NOS, Drooling, Frequent urination, Inappetence, Increased respiratory rate, Laboured breathing, Less social, Lethargy (see also Central nervous system depression in Neurological), Limb weakness, Malaise, Muscle shaking, Muscle wasting, Pain NOS, Persistent infection, Polydipsia, Proprioception deficit, Quiet, Reluctant to move, Skin scab, Skin sore, Sleep disturbance NOS, Snoring, Stiff gait, Unable to jump, Uncomfortable",1,1,
AUS-BIAHPV1P-25AU000187,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000508376&_xt=AER&_xf=pdf""> AER </a>",2025-02-18 00:00:00,Veterinarian,Australia,UNKNOWN,Dog,Greyhound,"Metacam 2 mg/ml - Solution for injection (cats), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)",Injection site ulcer,1,1,
AUS-BIAHPV1P-25AU000306,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000519371&_xt=AER&_xf=pdf""> AER </a>",2025-03-12 00:00:00,Other health care professional,Australia,FEMALE,Dog,Poodle - Toy,"Convenia 80 mg/ml  - Powder and solvent for solution for injection, Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs)","Lethargy (see also Central nervous system depression in Neurological), Vomiting",1,1,
AUS-BIAHPV1P-25AU000426,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000534623&_xt=AER&_xf=pdf""> AER </a>",2025-04-09 00:00:00,Other,Australia,MIXED,Dog,Mixed (Dog),Metacam 1 mg - Chewable tablet (dogs),"Eye disorder NOS (for Photophobia see neurological), Keratoconjunctivitis sicca, Lack of efficacy - NOS, Pigmentation disorder",125,125,
AUS-BIAHPV1P-25AU000486,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000547023&_xt=AER&_xf=pdf""> AER </a>",2025-05-02 00:00:00,Other,Australia,FEMALE,Dog,Whippet,"Librela 10 mg - Solution for injection, Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs)","Ataxia, Death by euthanasia, Lack of efficacy - NOS, Sedation",1,1,1
AUS-BIAHPV1P-25AU000520,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000552695&_xt=AER&_xf=pdf""> AER </a>",2025-05-13 00:00:00,Veterinarian,Australia,FEMALE,Dog,Poodle - Miniature,"Metacam 2 mg/ml - Solution for injection (cats), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Dehydration, Diarrhoea, Elevated blood urea nitrogen (BUN), Neutrophilia, Vomiting",1,1,
AUS-BIAHPV1P-25AU000556,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000556435&_xt=AER&_xf=pdf""> AER </a>",2025-05-20 00:00:00,Other,Australia,FEMALE,Dog,"Cattle Dog - Australian (blue heeler, red heeler, Queensland cattledog), Dog (unknown)","Librela 15 mg - Solution for injection, Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs)","Abnormal posture NOS, Ataxia, Collapse of leg, Gait abnormality, Knuckling, Loss of strength, Neurological signs NOS, Recumbency, Skin lesion NOS",1,1,
AUS-BIAHPV1P-25AU000601,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000581736&_xt=AER&_xf=pdf""> AER </a>",2025-07-02 00:00:00,Other,Australia,FEMALE,Dog,Collie - Border,"ANTIROBE 150 MG GELULES POUR CHIENS, ANTIROBE 150MG/CAP ΚΑΨΑΚΙΟ, ΣΚΛΗΡΟ, ANTIROBE 25 MG GELULES POUR CHIENS, ANTIROBE 300 MG GELULES POUR CHIENS, ANTIROBE 300MG/CAP ΚΑΨΑΚΙΟ, ΣΚΛΗΡΟ, ANTIROBE 75 MG GELULES POUR CHIENS, ANTIROBE 75MG/CAP ΚΑΨΑΚΙΟ, ΣΚΛΗΡΟ, ANTIROBE Capsule da 150 mg per cani, ANTIROBE Capsule da 25 mg per cani e gatti, ANTIROBE Capsule da 300 mg per cani, ANTIROBE Capsule da 75 mg per cani e gatti, ANTIROBE GOUTTES SOLUTION BUVABLE POUR CHIEN ET CHAT, Antirobe 150 mg - Kapseln  für Hunde, Antirobe 150 mg Capsule, hard, Antirobe 150 mg capsules pour chiens, Antirobe 25 mg - Kapseln  für Hunde, Antirobe 25 mg Capsule, hard, Antirobe 25 mg capsules voor honden en katten, Antirobe 25 mg, capsules pour chiens et chats, Antirobe 300 mg - Kapseln für Hunde, Antirobe 300 mg Capsule, hard, Antirobe 300 mg, Capsules pour chiens, Antirobe 75 mg - Kapseln  für Hunde, Antirobe 75 mg Capsule, hard, Antirobe 75 mg, capsules pour chiens, Antirobe Vet. 150 mg kapsler, hårde, Antirobe Vet. 25 mg kapsler, hårde, Antirobe Vet. 300 mg kapsler, hårde, Antirobe Vet. 75 mg kapsler, hårde, Antirobe vet. 150 mg Kapsel, hård, Antirobe vet. 150 mg kapsel, hard til hund, Antirobe vet. 150 mg kapseli, kova koiralle, Antirobe vet. 25 mg Kapsel, hård, Antirobe vet. 25 mg kapseli, kova koiralle ja kissalle, Antirobe vet. 25 mg, kapsel, hard til hund og katt, Antirobe vet. 300 mg Kapsel, hård, Antirobe vet. 300 mg kapseli, kova koiralle, Antirobe vet. 75 mg Kapsel, hård, Antirobe vet. 75 mg kapseli, kova koiralle ja kissalle, Antirobe vet. 75 mg, kapsel, hard til hund og katt, Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs)","Abnormal histology NOS, Eye disorder NOS (for Photophobia see neurological), Glaucoma, Lack of efficacy (fungi) - NOS, Panophthalmitis, Retinal atrophy, Retinal detachment",1,1,
AUS-BIAHPV1P-25AU000606,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000562930&_xt=AER&_xf=pdf""> AER </a>",2025-05-30 00:00:00,Other,Australia,MALE,Dog,Retriever - Labrador,"BRONCHI-SHIELD, Librela 20 mg - Solution for injection, Librela 30 mg - Solution for injection, Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), VERSICAN PLUS BB IN LYOPHILISAT ET SOLVANT POUR GOUTTES NASALES, SUSPENSION POUR CHIENS, Versican Plus Bb IN, Lyophilisat et solvant pour suspension nasale en gouttes, pour chiens","Abnormal posture NOS, Azotaemia, Congestive heart failure, Death by euthanasia, Discomfort NOS, Distension of abdomen, Elevated lactate, Flaccid muscles, Irregular breathing, Loss of consciousness, Mass NOS, Other abnormal test result NOS, Pericardial effusion, Subdued",1,1,1
AUS-BIAHPV1P-25AU000751,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000592078&_xt=AER&_xf=pdf""> AER </a>",2025-07-21 00:00:00,Other,Australia,MALE,Dog,"Dog (unknown), Irish Wolfhound","Anarthron 100 mg/ml Solution for Injection, Cartrophen Vet 100 mg/ml Solution for Injection., Cartrophen Vet. 100 mg/ml injektionsvæske, opløsning, Cartrophen vet, Cartrophen vet. 100 mg/ml Injektionsvätska, lösning, Cartrophen vet. 100 mg/ml injektioneste, liuos, Librela 30 mg - Solution for injection, Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Osurnia 10 mg/10 mg/1 mg - Ear gel, Previcox 227 mg - Chewable tablet","Abnormal radiograph finding, Anxiety, Aural haematoma, Bone and joint disorder NOS, Bumping into walls, Head shake - ear disorder, Incoordination, Knuckling, Panting, Seizure NOS, Sleepiness - systemic disorder, Unsettled",1,1,
