Case_number,AER_form,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals_affected,Animals_treated,Animals_died,date,source_file,year
DE-BOEHRINGER-04-2-13,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1941&_xt=AER&_xf=pdf""> AER </a>",Unknown,Germany,FEMALE,Dog,Unknown,"Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Collapse (see also Cardio-vascular and Systemic disorders), Death, Respiratory distress, Vomiting",1,1,1,2004-09-14T00:00:00Z,2004_eudra_metacam.csv,2004
DE-BOEHRINGER-BIP04-483,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2075&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,United States,FEMALE,Dog,Rottweiler,Metacam 1.5 mg/ml - Oral suspension (dogs),"Death, Seizure NOS, Tachycardia, Vomiting",1,1,1,2004-10-29T00:00:00Z,2004_eudra_metacam.csv,2004
DE-BUNDESANT-304-UAW2133662-080704,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=3463&_xt=AER&_xf=pdf""> AER </a>",Unknown,Germany,MALE,Dog,Unknown,"Fortekor vet. 20 mg Tablett, Metacam 1.5 mg/ml - Oral suspension (dogs)","Diarrhoea, Vomiting",1,1,NA,2004-08-04T00:00:00Z,2004_eudra_metacam.csv,2004
FIN-NAM-FINAM 251/2004,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2262&_xt=AER&_xf=pdf""> AER </a>",Unknown,Finland,FEMALE,Dog,Unknown,"Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), SYNULOX (200+50)MG/TAB ΔΙΣΚΙΟ, SYNULOX (40+10)MG/TAB ΔΙΣΚΙΟ, SYNULOX 140 mg/ml + 35 mg/ml suspensión inyectable, SYNULOX 200 mg/50 mg tablety pre psy a mačky, SYNULOX 200/50 mg COMPRIMIDOS APETITOSOS PARA PERROS, SYNULOX 250 COMPRIMES POUR CHIENS, SYNULOX 250 mg, SYNULOX 250 mg kramtomosios tabletės šunims ir katėms, SYNULOX 250 mg tablete za pse in mačke, SYNULOX 250mg, δισκία για σκύλους και γάτες, SYNULOX 40 mg/10 mg tablety pre psy a mačky, SYNULOX 40 mg/ml + 10 mg/ml POLVO PARA GOTAS ORALES EN SUSPENSION, SYNULOX 40/10 MG COMPRIMIDOS APETITOSOS PARA PERROS Y GATOS, SYNULOX 400 mg/100 mg tablety pre psy, SYNULOX 400/100 mg COMPRIMIDOS APETITOSOS PARA PERROS, SYNULOX 50 COMPRIMES POUR CHIENS ET CHATS, SYNULOX 50 mg, SYNULOX 50 mg kramtomosios tabletės šunims ir katėms, SYNULOX 50 mg tablete za pse in mačke, SYNULOX 500 COMPRIMES POUR CHIENS, SYNULOX 500 mg kramtomosios tabletės šunims, SYNULOX 500 mg tablete za pse, SYNULOX 500 mg, kramtomosios tabletės šunims, SYNULOX 500MG/TAB ΔΙΣΚΙΟ, SYNULOX 50mg, δισκία για σκύλους και γάτες, SYNULOX OGIVETTES POUR VEAUX, SYNULOX SUSPENSION INJECTABLE POUR BOVINS, SYNULOX VET 140 mg/ml injektioneste, suspensio koiralle, kissalle ja sialle, SYNULOX suspensão injetável para suínos, bovinos, cães e gatos, SYNULOX vet 200 mg/50 mg tabletti, koiralle ja kissalle, SYNULOX vet 40 mg/10 mg tabletti, koiralle ja kissalle, SYNULOX vet 400 mg/100 mg tabletti, koiralle, SYNULOX, 400/100mg, Tableta, Synulox 250 mg Comprimés Appétents, Synulox 250 mg Smakelijke tabletten, Synulox 250 mg tabletes suņiem un kaķiem, Synulox 250 mg, tabletid koertele ja kassidele, Synulox 250 mg, таблетки за кучета и котки, Synulox 250mg (200 mg/50 mg)  Tabletten für Hunde, Synulox 50 mg Comprimés Appétents, Synulox 50 mg Smakelijke Tabletten, Synulox 50 mg tabletes suņiem un kaķiem, Synulox 50 mg, tabletid koertele ja kassidele, Synulox 50 mg, таблетки за кучета и котки, Synulox 500 mg Bolus 400 mg - 100 mg Omhulde tablet, Synulox 500 mg Comprimés Appétents, Synulox 500 mg Smakelijke Tabletten, Synulox 500 mg tabletes suņiem, Synulox 500 mg, tabletid koertele, Synulox 500mg (400 mg/100 mg) Tabletten für Hunde, Synulox 50mg (40 mg/10 mg) Tabletten für Hunde und Katzen, Synulox Bolus 500 mg, 400 mg + 100 mg comprimés enrobés pour veaux, Synulox Lactating Cow Intramammary suspension., Synulox Tabletki 250 mg, Synulox Tabletki 250 mg (200+50) mg/tablete; tabletes suņiem, Synulox Tabletki 50 mg, Synulox Tabletki 50 mg (40+10) mg/ tablete; tabletes suņiem un kaķiem, Synulox Tabletki 500 mg, Synulox Vet. til hund og kat 200 + 50 mg tabletter, Synulox Vet. til hund og kat 40 + 10 mg tabletter, Synulox Vet. til hund tabletter 400 + 100 mg, Synulox Vet. til kalve 400 + 100 mg tabletter, Synulox comprimidos palatáveis 250 mg para cães e gatos, Synulox comprimidos palatáveis 50 mg para cães e gatos, Synulox comprimidos palatáveis 500 mg para cães, Synulox vet 40 mg/ml jauhe oraalisuspensiota varten koiralle ja kissalle, Synulox vet. 200 mg tabletter for hund og katt, Synulox vet. 200 mg/50 mg Tablett, Synulox vet. 40 mg tabletter for hund og katt, Synulox vet. 40 mg/10 mg Tablett, Synulox vet. 400 mg tabletter for hund, Synulox vet. 400 mg/100 mg Tablett, Synulox, 200/50mg, Tableta, Synulox, 40/10mg, Tableta, Synulox-Kalb 400 mg/100 mg Filmtabletten für Rinder (Kälber)","Bradycardia, Collapse (see also Cardio-vascular and Systemic disorders), Hypothermia",1,1,NA,2004-11-30T00:00:00Z,2004_eudra_metacam.csv,2004
FR-04 CPVL 00090,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=3353&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,UNKNOWN,Dog,Unknown,Metacam 1.5 mg/ml - Oral suspension (dogs),"Oedema NOS (see other SOCs for specific oedemas), Swelling NOS",1,1,NA,2004-08-18T00:00:00Z,2004_eudra_metacam.csv,2004
FR-04ANMV00607,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=3372&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,UNKNOWN,Dog,Unknown,"ENACARD 1 - 4 KG, ENACARD 15 - 30 KG, ENACARD 2,5 mg tablety pre psy, ENACARD 30 - 60 KG, ENACARD 4 - 8 KG, ENACARD 5 mg tablety pre psy, ENACARD 8 - 15 KG, Enacard 10mg, Enacard 1mg, Enacard 2,5mg, Enacard 20mg, Enacard 5mg, Metacam 1.5 mg/ml - Oral suspension (dogs)","Abnormal breathing, Cardiac failure, Death by euthanasia, Pulmonary oedema",1,1,1,2004-08-18T00:00:00Z,2004_eudra_metacam.csv,2004
FR-04ANMV00616,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=3357&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,UNKNOWN,Dog,Retriever - Labrador,Metacam 1.5 mg/ml - Oral suspension (dogs),"Anaemia NOS, Blood in vomit, Death, Haemorrhage NOS",1,1,1,2004-08-18T00:00:00Z,2004_eudra_metacam.csv,2004
FR-AFSSA-03 ANMV 00018,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2940&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,MALE,Dog,Unknown,Metacam 1.5 mg/ml - Oral suspension (dogs),"Death, Diarrhoea, Vomiting",1,1,1,2004-06-01T00:00:00Z,2004_eudra_metacam.csv,2004
FR-AFSSA-03 ANMV 00237,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2939&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,UNKNOWN,Dog,Unknown,Metacam 1.5 mg/ml - Oral suspension (dogs),"Anuria, Death, Haemorrhagic diarrhoea, Renal failure",1,1,1,2004-06-01T00:00:00Z,2004_eudra_metacam.csv,2004
FR-AFSSA-03 CPVL 00201,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2941&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,FEMALE,Dog,Unknown,Metacam 1.5 mg/ml - Oral suspension (dogs),"Anaemia NOS, Anorexia, Colic, Coma, Dehydration, Haemorrhagic diarrhoea, Hypothermia, Icterus, Vomiting",1,1,NA,2004-06-01T00:00:00Z,2004_eudra_metacam.csv,2004
FR-AFSSA-03 CPVL 00218,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2942&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,UNKNOWN,Dog,Unknown,Metacam 1.5 mg/ml - Oral suspension (dogs),Urinary incontinence,1,1,NA,2004-06-01T00:00:00Z,2004_eudra_metacam.csv,2004
FR-AFSSA-04CPVL00814,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2332&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,MALE,Dog,Unknown,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Ataxia, Death, Diarrhoea, Hypersalivation, Tarry or black stool (see also haemorrhagic diarrhoea), Vomiting, Weakness",1,1,1,2004-11-30T00:00:00Z,2004_eudra_metacam.csv,2004
FR-AFSSA-04CPVN00243,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2331&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,FEMALE,Dog,Unknown,Metacam 1.5 mg/ml - Oral suspension (dogs),"Anaemia NOS, Death by euthanasia, Haemorrhage NOS, Vomiting",1,1,1,2004-11-30T00:00:00Z,2004_eudra_metacam.csv,2004
FR-BOEHRINGER-99BINF00207,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=3238&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,FEMALE,Dog,Dalmatian,"Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Death, Lameness, Respiratory distress, Vomiting",1,1,1,2004-06-08T00:00:00Z,2004_eudra_metacam.csv,2004
FR-FNA-02CPVL00005,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2870&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,UNKNOWN,Dog,Unknown,Metacam 1.5 mg/ml - Oral suspension (dogs),Lethargy (see also Central nervous system depression in Neurological),1,1,NA,2004-05-28T00:00:00Z,2004_eudra_metacam.csv,2004
FR-FNA-02CPVL00371,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2245&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,UNKNOWN,Dog,Unknown,Metacam 1.5 mg/ml - Oral suspension (dogs),"Application site petechiae, Central nervous system depression, Death, Haemorrhage NOS, Leukocytosis NOS, Melaena, Tarry or black stool (see also haemorrhagic diarrhoea), Thrombocytopenia",1,1,1,2004-11-25T00:00:00Z,2004_eudra_metacam.csv,2004
FR-FNA-02CPVL00584,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=2122&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,UNKNOWN,Dog,Unknown,"FORTEKOR 2,5 COMPRIMES POUR CHATS ET CHIENS, FORTEKOR 2,5 compresse per cani di piccola taglia e gatti, FORTEKOR 2,5 mg comprimés pour chiens et chats, FORTEKOR 20 Compresse rivestite con film per cani, FORTEKOR 5 Compresse rivestite con film per cani e gatti, FORTEKOR F 20 COMPRIMES POUR CHIENS, FORTEKOR F 5 COMPRIMES POUR CHATS ET CHIENS, Fortekor 2,5 mg  Tablet, Fortekor 2,5 mg, tabletten voor honden en katten, Fortekor 2.5 mg tablets for cats and dogs, Fortekor Gourmet 2,5 mg, Fortekor Vet. 2,5 mg tabletter, Fortekor Vet. 20 mg tabletter, Fortekor Vet. 5 mg tabletter, Fortekor vet. 2,5 mg Tablett, Fortekor vet. 2,5 mg tabletit kissoille ja koirille, Fortekor vet. 2,5 mg, tabletter til hund og katt, Fortekor vet. 20 mg Tablett, Fortekor vet. 20 mg tabletit koirille, Fortekor vet. 20 mg, tabletter til hund, Fortekor vet. 5 mg Tablett, Fortekor vet. 5 mg tabletit kissoille ja koirille, Fortekor vet. 5 mg, tabletter til hund og katt, Metacam 1.5 mg/ml - Oral suspension (dogs)","Central nervous system depression, Death, Haemorrhage NOS, Tarry or black stool (see also haemorrhagic diarrhoea)",1,1,1,2004-11-25T00:00:00Z,2004_eudra_metacam.csv,2004
FR-VETMEDICA-01CPVL00259,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=3398&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,MALE,Dog,Bichon Frise,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)",Convulsion,1,1,NA,2004-08-02T00:00:00Z,2004_eudra_metacam.csv,2004
FR-VETMEDICA-01CPVL00266,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=3399&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,FEMALE,Dog,Retriever - Golden,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Abdominal pain, Appetite loss, Diarrhoea, Polydipsia, Vomiting",1,1,NA,2004-08-02T00:00:00Z,2004_eudra_metacam.csv,2004
FR-VETMEDICA-01CPVL00269,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=3319&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,UNKNOWN,Dog,Retriever - Labrador,"BORGAL 200 mg/ml + 40 mg/ml SOLUCION INYECTABLE, BORGAL 200 mg/ml + 40 mg/ml raztopina za injiciranje, BORGAL 200 mg/ml + 40 mg/ml, soluție injectabilă pentru bovine, porci, cai și oi, BORGAL 24 %, BORGAL 24%, BORGAL 24%, ενέσιμο διάλυμα για βοοειδή και άλογα, BORGAL LÖSUNG 200 mg/ml + 40 mg/ml Injektionslösung für Rinder, Schweine, Pferde, Meerschweinchen, Forellenbrut und Zierfische, Borgal, Borgal 200 mg/ 40 mg/ml - Injektionslösung für Tiere, Borgal 200 mg/ml + 40 mg/ml solution for injection., Borgal 200 mg/ml + 40 mg/ml ενέσιμο διάλυμα για βοοειδή και άλογα, Borgal 200 mg/ml - 40 mg/ml Solution injectable, Borgal 200/40 mg/ml injekčný roztok, Borgal 24% (200 mg + 40 mg)/ml Roztwór do wstrzykiwań, Borgal Vet. 200+40 mg/ml injektionsvæske, opløsning, Borgal vet injektioneste, liuos, Borgal vet. injeksjonsvæske, oppløsning, Borgal, 200/40mg/ml, Injekční roztok, Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), Боргал 24%","Shock, Sudden death",1,1,1,2004-08-03T00:00:00Z,2004_eudra_metacam.csv,2004
FR-VETMEDICA-01CPVL00719,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=3400&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,FEMALE,Dog,Unknown,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Abdominal pain, Death, Hyperthermia, Hypotension, Shock, Tachycardia, Vomiting",1,1,1,2004-08-02T00:00:00Z,2004_eudra_metacam.csv,2004
FR-VETMEDICA-01CPVL00998,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=3386&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,MALE,Dog,Unknown,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Appetite loss, Haemorrhagic diarrhoea",1,1,NA,2004-08-02T00:00:00Z,2004_eudra_metacam.csv,2004
